inconsciente	a 1.0 7.375
espiraculo	n 0.0 0.125
uto	n 0.0 0.0
devaluacion	n 0.25 0.0
honorifica	n 0.0 0.0
guache	n 0.125 0.0
ambito	n 1.625 1.875
cherry	n 0.0 0.0
circulante	n 0.0 0.0
hacedor	n 0.75 0.25
desnudez	n 0.625 1.75
infecundidad	n 0.0 0.75
ranunculus	n 0.0 0.0
hemosporidios	n 0.0 0.375
laminado	n 0.0 0.625
popularismo	n 0.125 0.0
epigrama	n 0.375 0.0
rosmarinus	n 0.0 0.0
horaria	n 0.0 0.0
tribu	n 0.0 0.25
dominacion	n 0.75 1.875
pildora	n 0.75 0.125
coyuntura	n 0.25 1.625
roccus	n 0.0 0.0
graminales	n 0.0 0.0
inmovilidad	n 0.625 1.0
borboton	n 0.5 0.75
efluxion	n 0.75 0.125
servilletero	n 0.0 0.0
uvula	n 0.125 0.0
premisa	n 0.0 0.0
kyushu	n 0.0 0.0
le�a	n 0.0 0.5
wilmington	n 0.0 0.0
adiccion	n 0.75 0.25
embebecimiento	n 2.875 0.625
papio	n 0.0 0.0
genu	n 0.0 0.0
varo	n 0.0 0.0
ateniense	n 0.0 0.0
torpor	n 0.5 1.625
tregua	n 2.5 1.875
descastado	n 0.0 0.375
chamaeleo	n 0.0 0.125
adiposis	n 0.0 1.0
wigwam	n 0.125 0.0
minigolf	n 0.0 0.0
demeter	n 0.0 0.0
parvulario	n 0.0 0.0
ixobrychus	n 0.0 0.0
fedelline	n 0.375 0.25
saprofago	n 0.25 0.25
expulsion	n 1.25 2.875
baladron	n 0.625 0.0
mugilidos	n 0.0 0.375
forja	n 0.0 0.5
perdon	n 0.125 0.25
sphecotheres	n 0.0 0.0
albero	n 0.0 0.125
cosher	n 0.25 0.0
banquero	n 0.375 0.0
acanthocybium	n 0.0 0.0
navajazo	n 0.25 1.375
anoectochilus	n 0.375 0.0
tartamudeo	n 0.0 0.25
valgo	n 0.0 0.0
oxalato	n 0.0 0.125
micenica	n 0.0 0.0
algeriano	n 0.0 0.0
cladonia	n 0.375 0.25
sericultor	n 0.125 0.0
tirano	n 0.75 2.125
fosforera	n 0.5 0.0
vejamen	n 0.75 1.125
acometimiento	n 0.0 0.125
millas	n 0.0 0.0
matriarca	n 0.0 0.375
ascensorista	n 0.0 0.0
taimeria	n 2.75 0.75
rebalsa	n 0.125 0.375
batik	n 0.125 0.0
legalizacion	n 0.25 0.25
libano	n 0.0 0.0
zueco	n 0.5 1.75
laza	n 0.125 0.0
ineficacia	n 0.375 2.25
roseton	n 0.25 0.125
hilandero	n 0.125 0.25
vacuna	n 0.0 2.0
sarga	n 0.25 0.25
acompa�ante	n 1.0 0.25
avetoro	n 0.0 0.125
salomon	n 0.0 0.0
perspicuidad	n 0.625 0.625
majuelo	n 0.0 0.625
charlotte	n 0.0 0.125
semifinalista	n 0.125 0.0
cumel	n 0.0 0.125
ofertorio	n 0.375 0.0
alternacion	n 0.0 1.0
noticias	n 2.375 0.125
caldereta	n 0.0 0.0
alcantarillado	n 0.125 1.75
unitario	n 0.0 0.0
grial	n 0.625 0.375
puritano	n 0.75 0.0
muela	n 0.125 0.875
entomostraceos	n 0.0 0.5
vinci	n 0.0 0.0
fonda	n 0.5 0.0
cosechadora	n 0.0 0.125
sium	n 0.0 0.0
cuco	n 0.0 0.0
carboxilico	n 0.0 0.0
douala	n 0.0 0.0
compasion	n 0.5 3.25
gonadotrofina	n 0.25 0.0
grano	n 1.125 1.25
ptomaina	n 0.0 0.25
cichorium	n 0.0 0.0
memo	n 3.75 3.125
pastrami	n 0.25 0.0
militarista	n 0.5 0.375
asexual	n 0.0 0.0
paliativo	n 0.0 1.875
toth	n 0.125 0.0
subarriendo	n 0.0 0.0
saccharinum	n 0.0 0.0
dublines	n 0.0 0.0
meiosis	n 0.0 0.625
camisola	n 0.0 0.25
discordia	n 0.0 2.375
fachendoso	n 0.0 0.5
oblacion	n 0.125 0.0
bengali	n 0.0 0.625
pamporcino	n 0.0 0.125
bonsai	n 0.0 0.125
retablo	n 1.25 0.0
magnetron	n 0.25 0.0
lens	n 0.25 0.0
cariblanca	n 0.0 0.0
electrocardiograma	n 2.0 0.0
gachas	n 0.375 0.5
freetown	n 0.0 0.0
chaparro	n 0.0 0.0
sobrejuanete	n 0.0 0.0
derrumbe	n 0.0 0.125
taba	n 0.25 0.25
h2o	n 0.625 0.0
merluza	n 0.375 0.0
sanitarias	n 0.0 0.0
prinia	n 0.0 0.0
hardware	n 0.25 0.0
berna	n 0.0 0.0
anasarca	n 0.0 0.5
miriopodo	n 0.375 0.75
cuadrillo	n 0.0 1.0
papeleta	n 0.125 0.0
prepotencia	n 2.375 3.75
hispanoamerica	n 0.0 0.0
jehovah	n 0.0 0.0
abotonador	n 0.125 0.0
cetreria	n 0.125 0.0
supererogacion	n 0.0 0.25
agropyron	n 0.125 0.0
herales	n 0.0 0.875
metaregla	n 0.125 0.0
jit	n 0.625 0.0
paranoia	n 0.0 1.75
phlebodium	n 0.25 0.0
styphelia	n 0.0 0.0
cunero	n 0.0 0.125
frasera	n 0.0 0.0
ergonomia	n 0.0 0.125
misopedia	n 0.0 0.125
desatencion	n 0.0 0.375
sanscrita	n 0.0 0.0
naguatle	n 0.0 0.0
bofetada	n 0.5 1.125
inflexion	n 0.5 0.25
activismo	n 0.25 0.25
contusion	n 0.25 1.5
criptica	n 0.0 0.0
acris	n 0.0 0.0
quebec	n 0.0 0.0
zurich	n 0.0 0.0
oblicuidad	n 0.25 1.5
serenidad	n 6.875 2.0
vaciadero	n 0.125 3.0
intermedio	n 0.125 0.0
solario	n 0.375 0.625
memorizar	n 0.375 0.0
sulfamida	n 1.125 0.0
dicksonia	n 0.0 0.0
galico	n 0.0 1.625
clo	n 0.0 0.125
payute	n 0.0 0.0
ganduleria	n 0.0 0.25
farala	n 0.5 0.875
gambiana	n 0.0 0.0
hurgon	n 0.0 0.5
braguetero	n 1.625 1.375
incidencia	n 0.125 0.125
reclamacion	n 0.0 0.625
metamatematica	n 0.125 0.0
inmunoglobulina	n 0.5 0.0
testiculo	n 0.125 1.125
carnegiea	n 0.0 0.0
caraceas	n 0.0 0.0
cortapisa	n 0.625 1.125
vejez	n 0.5 0.875
musicalidad	n 0.75 0.125
aporreo	n 0.125 1.125
tragaperras	n 0.125 0.0
anopheles	n 0.0 0.375
telegrafista	n 1.125 0.0
hamster	n 0.0 0.25
psitaciformes	n 0.0 0.375
tetraodontidos	n 0.0 0.0
bloqueante	n 0.0 0.125
chelonia	n 0.0 0.375
torpe	n 0.5 3.75
infinitud	n 0.125 3.75
areca	n 0.0 0.0
monedas	n 0.0 0.25
grifo	n 0.25 1.375
terminos	n 0.625 0.0
califato	n 0.0 0.125
armario	n 1.0 0.5
lechigada	n 0.0 1.0
elatio	n 0.0 0.0
atopica	n 0.0 0.0
apetala	n 0.0 0.0
soviet	n 0.0 0.0
tragica	n 0.0 0.0
entrecoro	n 0.75 1.125
piranga	n 0.0 0.0
hypericum	n 0.0 0.0
amigdala	n 0.25 1.25
ecosistema	n 0.125 0.25
corniola	n 0.0 0.5
activa	n 0.375 0.0
oscura	n 0.0 0.0
propanoico	n 0.0 0.0
ergotismo	n 0.0 0.75
astragalus	n 0.0 0.125
timpano	n 0.625 0.0
escarpia	n 0.25 0.0
heliamphora	n 0.0 0.0
alforja	n 0.125 0.0
respeto	n 2.625 0.0
mollienesia	n 0.0 0.0
endoso	n 0.625 0.25
ninfea	n 0.0 0.0
amaestrador	n 0.5 0.0
endrino	n 0.25 0.5
cortaalambres	n 0.0 0.0
palidez	n 1.0 0.625
surrealismo	n 0.125 0.25
armazon	n 1.5 0.0
colirio	n 0.125 0.125
afijo	n 0.125 0.0
pissis	n 0.125 0.0
trigemina	n 0.0 0.0
mekong	n 0.0 0.0
sobreexplotacion	n 0.5 0.0
encierro	n 0.125 0.625
enemistad	n 0.125 1.5
swietinia	n 0.0 0.0
teca	n 0.875 0.875
anadon	n 0.0 0.375
inmune	n 0.0 0.75
nadaderas	n 0.0 0.0
asimilacion	n 0.75 0.375
coroideo	n 0.0 0.0
redecilla	n 0.5 0.125
espastico	n 0.0 0.375
terebella	n 0.0 0.0
sodomita	n 1.375 0.125
ensuciamiento	n 0.125 0.875
osmio	n 0.0 0.375
surcoreana	n 0.0 0.0
fornicador	n 0.0 1.0
jofaina	n 1.0 0.875
conyuge	n 0.875 0.5
efectivo	n 0.125 0.125
atributo	n 1.0 0.875
adulterino	n 0.0 1.625
lanzaminas	n 0.0 0.5
amada	n 0.0 0.0
bacteriologia	n 0.5 0.0
brazos	n 0.0 0.0
falibilidad	n 0.0 1.0
restaurantes	n 0.0 0.0
melanina	n 0.0 0.0
ba�era	n 1.375 0.625
ganzua	n 0.125 0.0
maracuya	n 0.0 0.0
safaqis	n 0.0 0.0
recuento	n 0.0 0.25
conveniencia	n 2.875 1.25
revueltas	n 0.0 0.0
quinqui	n 0.0 0.25
sunnismo	n 0.125 0.0
eburophyton	n 1.0 0.0
suaheli	n 0.0 0.0
brigantina	n 0.0 0.125
aserradura	n 0.0 0.125
sordidez	n 1.5 4.75
mijo	n 0.25 0.375
pararrayos	n 0.0 0.0
nudo	n 0.75 0.75
preterito	n 0.0 0.0
hialina	n 0.5 0.0
debate	n 0.625 0.5
springfield	n 0.0 0.0
refocilo	n 0.5 2.0
tailandesa	n 0.0 0.0
gastrula	n 0.0 0.0
espiroqueta	n 0.75 0.0
sicotico	n 0.0 0.75
llaneza	n 0.625 0.125
ruleta	n 0.25 1.25
siluriano	n 0.0 0.0
trabalenguas	n 0.0 0.0
bide	n 0.0 0.125
aguanieve	n 1.0 0.125
arcipreste	n 1.125 0.125
partidario	n 0.75 1.5
novia	n 0.5 0.0
primate	n 0.625 0.0
caracteristica	n 1.875 1.0
introyeccion	n 0.125 0.0
escondido	n 0.0 0.0
cascote	n 0.375 3.125
relajacion	n 1.75 2.75
especializacion	n 0.5 0.125
esmoladera	n 0.0 0.125
erie	n 0.0 0.0
fauces	n 0.25 0.625
cyamopsis	n 0.0 0.0
mimeografo	n 0.75 0.5
deshidratacion	n 0.125 0.25
fricatizacion	n 0.0 0.75
soliman	n 0.0 0.0
aspergillus	n 0.0 0.0
cabida	n 0.0 0.0
pudrimiento	n 1.25 0.5
alcano	n 0.125 0.25
vizconde	n 0.25 0.0
pirrocoridos	n 0.0 0.0
hidroavion	n 0.0 0.0
avellanero	n 0.375 0.0
narcotraficante	n 0.125 0.125
heliothis	n 0.0 0.0
emisor	n 0.75 0.0
proletariado	n 0.25 0.375
resma	n 0.125 0.0
grapa	n 0.125 1.0
efervescencia	n 0.125 0.0
arveja	n 0.0 0.375
espato	n 0.0 1.0
polipeptido	n 0.125 0.0
platillo	n 0.25 0.25
cimbel	n 0.375 0.0
lagos	n 0.0 0.0
antielectron	n 0.75 0.0
arquenteron	n 0.125 0.0
envase	n 0.0 0.125
inmunologia	n 0.5 0.0
subrutina	n 1.625 0.0
modelaje	n 0.25 0.5
asonancia	n 0.125 0.0
pimentero	n 0.0 0.375
gasherbrum	n 0.0 0.0
mantillo	n 0.625 0.25
trotaconventos	n 0.125 0.0
hemangioma	n 0.25 0.0
natillas	n 0.125 0.0
antiferromagnetismo	n 0.0 0.375
quinto	n 1.625 0.0
djibouti	n 0.0 0.0
austrocedrus	n 0.0 0.0
agrilla	n 0.0 0.125
pernambuco	n 0.0 0.0
rodillo	n 0.0 0.125
mamiferos	n 0.0 0.25
flojeza	n 1.0 0.5
microchip	n 0.25 0.25
presbiterianos	n 0.0 0.0
alero	n 0.0 0.0
paleologia	n 0.0 0.25
lavanderia	n 0.625 0.0
jehova	n 0.0 0.25
cercopitecidos	n 0.0 0.0
eranthis	n 0.0 0.0
batonista	n 0.5 0.0
tunecina	n 0.0 0.0
tema	n 0.625 3.625
cuac	n 0.0 0.0
footing	n 0.0 0.0
estaca	n 0.25 1.125
limero	n 0.0 0.625
prolina	n 0.125 0.0
secuela	n 0.5 0.0
pirag�ista	n 0.125 0.5
ribosa	n 0.0 0.375
db	n 0.0 0.375
hermafrodita	n 0.0 1.5
alar	n 0.0 0.0
boato	n 1.25 0.375
aposiopesis	n 0.0 0.125
paresico	n 0.0 0.375
desmejora	n 0.0 1.25
contagio	n 0.5 1.125
anhelo	n 0.5 0.5
depuracion	n 1.125 0.125
mashhad	n 0.125 0.0
facilidad	n 1.25 1.5
amon	n 0.0 0.0
helados	n 0.0 0.0
lutjanus	n 0.0 0.0
desasimiento	n 0.5 0.5
hierros	n 0.125 2.25
moledora	n 0.25 0.375
juerga	n 0.0 1.0
terapeuta	n 0.125 1.375
caricaceas	n 0.0 0.0
perfeccion	n 1.5 0.75
oscoumbrica	n 0.0 0.0
legamo	n 0.0 2.25
praunus	n 0.0 0.0
apodo	n 0.333 0.667
ribete	n 0.125 0.125
monosodio	n 0.0 0.0
declinacion	n 0.0 2.25
aspillera	n 0.0 1.0
sidecar	n 0.125 0.0
kiat	n 0.0 0.0
cs	n 0.0 0.875
giroscopo	n 0.375 0.0
tomatera	n 0.0 0.375
vaporizador	n 0.875 0.5
dentadura	n 0.0 0.0
remodelacion	n 0.375 0.0
haemulon	n 0.0 0.0
periantio	n 0.875 0.0
boston	n 0.0 0.0
leproseria	n 1.5 0.5
monera	n 0.0 0.0
magnitud	n 0.5 0.25
carminativo	n 0.125 0.0
becada	n 0.375 0.75
papilla	n 0.875 0.5
cotidianidad	n 1.625 0.375
dioscorea	n 0.0 0.0
bazuca	n 0.0 0.0
compravenda	n 0.0 0.0
haematoxylon	n 0.0 0.0
populismo	n 0.25 0.125
aprobado	n 1.5 0.375
lisol	n 0.0 0.0
azerbaiyan	n 0.0 0.0
diocesano	n 0.5 0.0
legalidad	n 0.125 0.25
barboteo	n 0.75 5.0
sinalefa	n 0.125 0.5
filacteria	n 0.375 0.125
abidjan	n 0.0 0.0
pelea	n 0.5 4.75
ericaceas	n 0.0 0.0
salmuera	n 0.0 0.5
balsamorhiza	n 0.0 0.0
estatuto	n 0.375 0.25
hipotecante	n 0.0 0.25
esclerales	n 0.0 0.0
enclave	n 0.125 0.0
enlucidor	n 0.375 0.0
pastizal	n 0.0 0.5
intermaxilar	n 0.0 0.0
tocomocho	n 0.625 0.625
adenda	n 0.25 0.75
fotocopiadora	n 0.375 0.125
ranunculo	n 0.0 0.625
nocividad	n 0.75 1.5
ageratina	n 0.0 0.0
madro�o	n 0.375 0.0
ense�a	n 0.0 0.125
cebu	n 0.0 0.0
chronoperates	n 0.0 0.0
monopolizador	n 1.0 0.25
coccothraustes	n 0.0 0.0
ateo	n 0.375 0.0
acorazonada	n 0.0 0.0
vaporacion	n 0.25 3.375
encefalograma	n 1.5 0.0
guardameta	n 1.375 0.0
mangui	n 0.0 0.25
vespido	n 0.0 0.125
platina	n 0.0 0.0
flabiol	n 0.0 0.125
soflama	n 0.75 0.0
phytelephas	n 0.0 0.0
reithrodontomys	n 0.0 0.0
tientsin	n 0.0 0.0
pieris	n 0.0 0.125
sundacarpus	n 0.0 0.0
accipiter	n 0.0 0.0
vulcano	n 0.0 0.0
scomber	n 0.0 0.0
condesa	n 0.375 0.0
victrola	n 0.0 0.0
gui�apo	n 0.0 1.75
radioscopia	n 0.875 0.25
quilometros	n 0.0 0.0
lilit	n 0.0 0.0
desnaturalidad	n 0.0 0.875
figurinista	n 0.0 0.0
sc	n 0.5 0.75
sastreria	n 0.25 0.0
cementita	n 0.0 0.125
melanoplus	n 0.0 0.0
tirotricina	n 0.0 0.375
derechista	n 1.125 0.0
marcel	n 0.0 0.0
arandela	n 0.125 0.0
anaclisis	n 0.375 0.0
marabu	n 0.75 0.0
nictitante	n 0.0 0.0
anfisbenidos	n 0.0 0.0
kobo	n 0.0 0.0
dimocarpus	n 0.125 0.0
perseo	n 0.0 0.0
madrigal	n 0.25 0.0
cincuenta	n 0.125 1.375
petisu	n 0.0 0.25
capricornis	n 0.0 0.0
bonn	n 0.0 0.0
phoenicurus	n 0.0 0.0
organza	n 0.125 0.0
mellizo	n 0.0 0.375
tenorio	n 0.0 0.0
hibbertia	n 0.0 0.0
colaboracionista	n 0.0 1.5
titulillo	n 0.0 0.0
locato	n 0.625 1.75
chumacera	n 0.0 0.0
remendon	n 0.75 0.375
hall	n 0.5 0.75
saltos	n 0.0 0.0
puches	n 0.0 0.625
robacarteras	n 0.125 0.25
espatulada	n 0.0 0.0
mycteroperca	n 0.0 0.0
jynx	n 0.0 0.0
turbacion	n 1.125 5.375
bilabial	n 0.0 0.0
aneides	n 0.0 0.0
audicion	n 1.25 0.125
blini	n 0.25 0.5
sufraganeo	n 0.0 0.0
geyser	n 0.0 0.125
barzon	n 1.875 1.125
autopiloto	n 0.125 0.25
actinico	n 0.0 0.0
adhesion	n 2.0 0.25
naga	n 0.0 0.0
tepalcate	n 0.0 0.0
comedero	n 0.5 0.25
monopolizacion	n 0.25 0.0
mami	n 7.875 0.125
pompis	n 0.625 8.5
pandion	n 0.0 0.0
pseudoescorpiones	n 0.0 1.5
arador	n 0.0 0.5
magnetoscopio	n 0.0 0.0
estandarte	n 0.125 0.0
ideologo	n 1.125 0.0
cuberteria	n 0.0 1.25
glosofaringeo	n 0.0 0.0
egretta	n 0.0 0.0
mentira	n 1.0 6.125
moehringia	n 0.0 0.0
neophron	n 0.0 0.0
esqueletico	n 0.0 0.0
diminutivo	n 0.125 0.0
ambicion	n 1.5 0.125
salviniaceas	n 0.0 0.0
agnacion	n 1.125 0.0
promesa	n 0.25 0.25
taquimetro	n 0.0 0.25
estre�imiento	n 0.5 0.75
solfa	n 0.0 0.0
canas	n 0.0 0.0
cabrilla	n 0.0 0.0
rito	n 0.5 0.25
eritrocito	n 0.0 0.25
aconitum	n 0.0 0.0
narco	n 0.125 0.125
internado	n 0.0 0.0
pareo	n 0.25 0.375
busto	n 0.0 0.25
mascaron	n 0.0 0.0
atriplex	n 0.0 0.0
ambloplites	n 0.0 0.0
percha	n 0.125 0.25
alverjilla	n 0.125 0.0
ceiba	n 0.0 0.0
escaparatista	n 0.0 0.0
fusel	n 0.0 0.0
monochamus	n 0.0 0.0
vaguada	n 0.25 0.0
recibo	n 1.625 0.375
mojigateria	n 0.75 2.125
tacata	n 0.375 0.0
auxilios	n 0.0 0.0
antigeno	n 0.5 0.0
carretela	n 0.625 0.0
envergadura	n 0.75 0.125
shakti	n 0.0 0.0
spirodela	n 1.0 0.0
gosainthan	n 0.125 0.0
atopico	n 0.0 0.0
alcabala	n 0.0 0.0
rayon	n 0.125 0.375
sotavento	n 0.0 0.25
parapsicologo	n 0.125 0.0
nihilista	n 0.125 0.0
delgadez	n 1.25 1.625
ca�afistola	n 0.125 0.0
quitamotas	n 1.0 1.5
bromico	n 0.0 0.0
lomo	n 0.25 0.375
robustez	n 2.125 1.375
proceraliforme	n 0.0 0.0
cincuentavo	n 0.375 0.0
espirea	n 0.625 0.125
equilatero	n 0.0 0.0
mural	n 0.0 0.25
acicate	n 2.0 0.75
cc	n 0.5 0.75
encomienda	n 2.125 0.375
malignidad	n 0.375 3.125
homofono	n 0.0 0.0
ascitis	n 0.0 0.625
matthiola	n 0.0 0.0
frufru	n 0.25 1.0
econometria	n 0.25 0.0
hamamelidaceas	n 0.0 0.0
dolmas	n 0.0 0.125
ascii	n 0.0 0.0
vendaje	n 0.0 1.0
chantria	n 0.0 0.125
astrologia	n 0.125 0.0
dotacion	n 0.375 0.75
cicloide	n 0.0 0.125
venial	n 0.0 0.0
baal	n 0.0 0.0
magnetomotriz	n 0.0 0.0
mayeutica	n 0.0 0.0
precioso	n 0.0 0.0
hemoglobina	n 0.0 0.0
mineralogista	n 1.0 0.0
terricola	n 0.125 0.25
influjo	n 0.25 0.5
intercomunion	n 0.0 0.0
linotipo	n 0.125 0.0
concentracion	n 3.0 1.5
megaciclo	n 0.0 0.0
pote	n 0.0 0.25
pasma	n 0.25 2.0
colubrina	n 0.0 0.0
liderazgo	n 1.125 0.375
dioscoreaceas	n 0.0 0.0
microstrobos	n 0.0 0.0
sometimiento	n 0.25 3.875
eriocaulon	n 1.0 0.0
ro�eria	n 0.125 0.125
bochorno	n 0.0 0.25
residente	n 0.625 0.125
neblina	n 0.25 1.75
pesta�eo	n 1.0 0.875
voluptuosidad	n 2.625 0.0
murmurio	n 0.0 0.125
manguito	n 0.0 0.125
cesacion	n 1.0 2.375
ceratostomella	n 0.0 0.0
camposanto	n 0.125 2.0
placidez	n 3.875 0.625
republicanismo	n 0.0 0.5
stenotomus	n 0.0 0.0
oponente	n 0.0 3.0
mancheta	n 0.75 1.0
pernil	n 0.25 0.0
fecundidad	n 1.625 0.0
fi	n 0.25 0.125
desestima	n 0.25 0.0
arzobispado	n 0.125 0.0
piamonte	n 0.0 1.0
heterodon	n 0.0 0.0
refrito	n 0.5 0.125
artemisa	n 0.5 0.125
jedrea	n 0.25 0.0
papayo	n 1.375 0.125
cnemidophorus	n 0.0 0.0
codazo	n 1.5 0.625
sporobolus	n 0.125 0.0
testaferro	n 0.0 1.25
celestina	n 0.125 0.0
patines	n 0.25 0.0
vegetarianismo	n 0.125 0.0
lesoto	n 0.0 0.0
solarium	n 0.375 0.625
bodeguero	n 0.125 0.0
gnosticismo	n 0.25 0.0
dietilamida	n 0.0 0.0
paramagnetismo	n 0.0 0.375
aristocracia	n 0.625 0.375
inconformismo	n 0.0 1.0
birmingham	n 0.0 0.0
filologia	n 0.25 0.0
urodelo	n 0.75 0.0
calca�o	n 0.0 1.0
acrilonitrilo	n 0.0 0.0
interino	n 0.0 0.25
ideograma	n 0.0 0.25
flotacion	n 0.0 0.0
damas	n 0.75 0.0
examinador	n 0.75 1.0
rotisserie	n 0.625 0.0
melophagus	n 0.0 0.0
reguero	n 0.0 0.0
aspirador	n 0.0 0.375
furia	n 1.875 6.75
achicoria	n 0.0 0.25
obovada	n 0.0 0.0
pergamino	n 0.625 0.125
portavoz	n 0.875 0.375
fecundacion	n 0.125 0.375
cuchumbo	n 0.0 0.0
prostituta	n 0.0 1.75
desarreglo	n 0.125 2.5
kayac	n 0.0 0.25
dipterocarpaceas	n 0.0 0.0
satirico	n 0.0 0.375
cingales	n 0.0 1.25
diafanidad	n 0.75 0.75
suelo	n 0.375 1.125
apidos	n 0.0 0.0
cardium	n 0.0 0.0
kamet	n 0.0 0.0
psicologico	n 0.0 0.0
silurico	n 0.0 0.0
contracultura	n 0.0 0.0
pasapures	n 0.0 1.0
jubileo	n 0.125 0.0
machacon	n 0.125 2.125
asociacion	n 0.875 1.0
cenefa	n 0.75 0.25
pugilismo	n 0.25 0.25
hemofilia	n 0.625 0.875
mastodonte	n 0.75 0.0
labridos	n 0.0 0.0
miaja	n 0.875 2.125
estafador	n 3.625 4.75
cupo	n 0.0 0.0
guayacan	n 0.375 0.5
adenoidea	n 0.0 0.0
minio	n 0.0 0.25
aglomerado	n 0.0 0.625
falocrata	n 0.125 0.25
hydromantes	n 0.0 0.0
lijadora	n 0.0 0.375
corista	n 1.125 0.0
diatriba	n 0.25 2.375
parentesco	n 0.5 0.125
revisionismo	n 0.0 0.0
desastre	n 0.625 4.75
subarrendamiento	n 0.0 0.0
criptograma	n 1.125 0.0
evacuado	n 0.0 0.125
mezclador	n 0.0 1.0
dravidico	n 0.375 0.0
desnaturalizado	n 0.0 0.0
formaldehido	n 0.0 0.375
ratas	n 0.0 0.0
juntura	n 0.5 0.5
aspirina	n 0.25 0.875
signos	n 0.0 0.0
rembolso	n 0.0 0.5
linaceas	n 0.0 0.0
silaba	n 0.25 0.125
mangifera	n 0.0 0.0
anthyllis	n 0.0 0.0
circunflejo	n 0.375 0.0
californio	n 1.125 0.375
pseudotaxus	n 0.0 0.0
extremismo	n 0.0 1.0
longevidad	n 0.625 0.0
restallido	n 0.0 0.25
plioceno	n 0.0 0.0
tungu	n 0.0 0.25
sulfanilamida	n 0.125 0.0
pasionaria	n 0.125 0.25
pisada	n 0.625 1.5
maqueta	n 0.0 0.0
refectorio	n 0.0 0.0
anodino	n 0.0 1.125
compa�erismo	n 6.5299997 2.595
vesta	n 0.0 0.0
montones	n 0.0 4.0
disenteria	n 0.0 0.625
postracion	n 0.25 0.5
sindico	n 0.25 0.0
hampon	n 0.0 7.875
maleta	n 0.875 0.25
honoris	n 0.0 0.0
morbosidad	n 0.375 2.25
pitot	n 0.0 0.0
pfennig	n 0.625 0.125
heteroptero	n 0.0 0.0
celtico	n 0.0 0.0
pesadez	n 0.75 0.625
demente	n 0.0 0.75
ocupante	n 0.625 0.125
apostante	n 3.375 0.0
500	n 0.25 0.25
estrategico	n 0.0 0.0
colgado	n 0.0 1.0
nutricionista	n 0.0 0.5
peridinium	n 0.0 0.0
cortar	n 0.0 0.0
empollon	n 0.0 3.75
comunes	n 0.0 0.0
canastilla	n 0.0 0.375
haitiana	n 0.0 0.0
testamentario	n 0.0 0.375
pilla-pilla	n 0.125 0.0
ciliares	n 0.0 0.0
trabazon	n 1.125 0.625
candela	n 0.5 0.375
a�adido	n 0.125 0.875
tisanopteros	n 0.0 0.375
epanalepsis	n 0.0 0.625
franceses	n 0.0 0.0
progenitor	n 0.0 0.5
mercedario	n 0.125 0.0
bipolar	n 0.0 0.0
adulador	n 1.25 2.0
alienigena	n 0.0 0.875
dinamometro	n 0.0 0.375
simun	n 0.0 0.375
mastelero	n 0.0 0.125
teta	n 0.875 0.0
apostolado	n 0.125 0.0
corregidor	n 0.0 0.0
alucinogeno	n 0.0 0.125
insomnio	n 0.5 1.125
pt	n 0.125 0.125
abreviacion	n 0.875 0.75
fugado	n 0.375 0.0
inorganica	n 0.0 0.0
cuartos	n 0.375 6.375
astrodinamica	n 0.25 0.0
objetante	n 0.375 1.0
hermanastra	n 0.0 0.0
encefalo	n 0.625 0.0
bel	n 0.125 0.125
antistrofa	n 0.125 0.0
enmienda	n 0.0 0.75
decimoseptimo	n 0.375 0.0
virrey	n 0.375 0.0
organizador	n 0.625 0.25
empalmadura	n 0.5 0.0
cortaplumas	n 0.0 0.375
gladiolo	n 0.25 0.25
algina	n 0.0 0.125
psicoterapia	n 0.125 0.25
eptesicus	n 0.0 0.0
cyphomandra	n 0.0 0.0
hipereutectoide	n 0.0 0.0
tabule	n 0.0 0.25
aborrecimiento	n 0.125 2.75
estancia	n 1.125 0.875
macrozoarces	n 0.0 0.0
inoperancia	n 1.125 0.75
disertacion	n 0.625 0.125
gavion	n 0.25 0.0
polvora	n 0.25 0.125
dacrydium	n 0.0 0.0
isogonica	n 0.0 0.0
cruzado	n 0.0 0.0
saprolegnia	n 0.0 0.0
pastoral	n 0.75 0.0
prevencion	n 1.75 1.375
elegia	n 0.0 0.75
colgadero	n 0.0 0.25
strepera	n 0.0 0.0
anglicanismo	n 0.0 1.0
frambueso	n 0.0 0.125
lemaireocereus	n 0.0 0.0
lagomorfo	n 0.125 0.0
cimera	n 0.0 0.375
oportunista	n 0.125 0.0
silurido	n 0.125 0.0
embarco	n 0.125 0.5
catacumbas	n 0.25 0.25
mercero	n 0.0 1.875
congridos	n 0.0 0.0
raquitismo	n 0.0 1.5
clavicembalo	n 0.75 0.0
naiqui	n 0.0 0.0
sinningia	n 0.0 0.0
espinilla	n 0.125 1.375
ajaia	n 0.0 0.0
maceracion	n 0.0 0.5
fluoroscopio	n 0.0 0.0
39	n 0.0 0.0
ennoblecimiento	n 0.25 0.0
poriferos	n 0.25 0.125
lavadora	n 0.125 0.0
usura	n 0.5 0.125
enebrina	n 0.0 0.0
acipenseridos	n 0.0 0.0
chiquillo	n 1.125 0.875
nigeria	n 0.0 0.0
bufet	n 0.375 0.375
rotacion	n 0.375 0.125
ahumada	n 0.0 0.0
phasianus	n 0.0 0.0
estima	n 2.5 0.0
savannah	n 0.0 0.125
comedon	n 0.0 1.125
falencia	n 0.0 1.0
